"";"X";"V1"
"747";747;1
"748";748;2
"749";749;2
"750";750;2
"751";751;1
"752";752;2
"753";753;1
"754";754;2
"755";755;2
"756";756;4
"757";757;2
"758";758;1
"759";759;1
"760";760;1
"761";761;2
"762";762;2
"763";763;2
"764";764;2
"765";765;1
"766";766;3
"767";767;1
"768";768;2
"769";769;2
"770";770;2
"771";771;1
"772";772;1
"773";773;1
"774";774;1
"775";775;1
"776";776;1
"777";777;2
"778";778;0
"779";779;2
"780";780;2
"781";781;2
"782";782;2
"783";783;2
"784";784;2
"785";785;2
"786";786;2
"787";787;2
"788";788;1
"789";789;2
"790";790;0
"791";791;2
"792";792;2
"793";793;2
"794";794;3
"795";795;1
"796";796;1
"797";797;2
"798";798;1
"799";799;2
"800";800;3
"801";801;1
"802";802;2
"803";803;4
"804";804;2
"805";805;2
"806";806;2
"807";807;2
"808";808;1
"809";809;2
"810";810;2
"811";811;2
"812";812;2
"813";813;2
"814";814;2
"815";815;2
"816";816;2
"817";817;2
"818";818;1
"819";819;2
"820";820;2
"821";821;2
"822";822;2
"823";823;2
"824";824;2
"825";825;2
"826";826;2
"827";827;2
"828";828;2
"829";829;1
"830";830;2
"831";831;2
"832";832;2
"833";833;4
"834";834;2
"835";835;2
"836";836;2
"837";837;2
"838";838;2
"839";839;0
"840";840;2
"841";841;1
"842";842;2
"843";843;1
"844";844;1
"845";845;4
"846";846;1
"847";847;4
"848";848;2
"849";849;2
"850";850;1
"851";851;1
"852";852;0
"853";853;1
"854";854;4
"855";855;2
"856";856;4
"857";857;2
"858";858;2
"859";859;2
"860";860;2
"861";861;4
"862";862;3
"863";863;4
"864";864;2
"865";865;3
"866";866;0
"867";867;0
"868";868;2
"869";869;2
"870";870;2
"871";871;2
"872";872;1
"873";873;2
