took;2;4;0;1
through;0;5;0;1
though;1;4;1;1
thank;0;5;0;1
sometimes;0;3;2;1
second;0;2;2;1
says;0;2;0;4
might;3;3;1;0
m;0;3;2;3
less;1;4;0;1
given;0;4;2;0
far;0;3;3;1
57;0;4;2;0
33;3;3;0;1
21;0;4;1;3
08;0;5;2;1
00;2;2;1;2
wouldn_t;0;3;3;1
using;2;4;0;0
saw;0;4;0;1
quite;1;2;1;2
next;0;1;1;3
name;2;2;2;1
it_ll;2;2;0;0
i_ll;3;2;1;1
having;2;3;1;1
enough;3;2;1;0
certain;1;4;1;1
asking;2;2;1;2
anybody;0;1;3;0
56;0;1;1;3
52;1;1;1;1
43;0;3;2;1
42;1;3;1;2
40;0;2;0;3
38;0;3;1;2
000;1;2;0;1
while;1;4;1;0
until;0;0;2;3
example;0;2;1;1
eight;0;4;1;0
another;1;3;0;1
27;0;3;2;0
zero;1;2;1;0
yourself;1;2;0;1
you_d;1;1;2;0
yet;0;2;0;2
willing;0;2;0;2
u;1;2;1;0
sent;2;1;1;1
outside;1;1;2;1
ones;1;3;1;0
old;0;2;2;0
non;1;0;1;2
may;0;2;0;1
least;0;0;2;3
isn_t;1;1;0;1
except;0;1;1;2
ex;0;1;2;2
everywhere;0;1;1;1
definitely;0;1;3;0
co;0;3;0;1
58;1;0;1;3
44;0;4;1;0
y;0;2;1;1
without;0;2;1;1
unless;0;3;0;0
themselves;1;2;0;0
th;0;2;1;1
such;0;2;1;1
since;1;2;0;1
seeing;0;0;2;1
meanwhile;0;0;2;2
looks;0;2;1;0
knows;0;2;1;0
its;0;2;1;1
f;0;3;1;0
clearly;1;0;1;1
available;1;2;0;1
aren_t;0;3;0;0
allows;2;0;1;0
14;0;1;2;0
useful;1;1;0;1
twice;1;1;0;1
throughout;0;3;0;0
seem;0;1;2;0
known;0;2;0;1
gone;0;2;1;0
g;0;1;0;2
consider;1;2;0;0
changes;1;2;0;0
become;0;3;0;0
b;0;2;0;1
across;0;3;0;0
